provincia_nombre,casos,prop_masc,prop_joven,edad_media,anio,mes,region,cluster_territorial,perfil_dominante,lag1,lag2,lag3,roll3_mean,roll3_std,umbral_alerta,alerta
Chaco,4,0.25,0.5,34.5,2018,11,NEA,2,1,10.0,10.0,7.0,9.0,1.7320508075688763,10.600000000000001,0
Chaco,13,0.7692307692307693,0.6153846153846154,38.53846153846154,2018,12,NEA,2,1,4.0,10.0,10.0,8.0,3.4641016151377544,10.600000000000001,1
Chaco,3,1.0,0.3333333333333333,47.0,2019,1,NEA,2,1,13.0,4.0,10.0,9.0,4.58257569495584,10.600000000000001,0
Chaco,6,0.6666666666666666,0.3333333333333333,43.666666666666664,2019,2,NEA,2,1,3.0,13.0,4.0,6.666666666666667,5.507570547286102,10.600000000000001,0
Chaco,12,0.8333333333333334,0.5833333333333334,27.0,2019,3,NEA,2,1,6.0,3.0,13.0,7.333333333333333,5.131601439446884,10.600000000000001,1
Chaco,4,0.75,0.25,49.5,2019,4,NEA,2,1,12.0,6.0,3.0,7.0,4.58257569495584,10.600000000000001,0
Chaco,7,0.7142857142857143,0.5714285714285714,32.714285714285715,2019,5,NEA,2,1,4.0,12.0,6.0,7.333333333333333,4.163331998932265,10.600000000000001,0
Chaco,15,0.8666666666666667,0.6,31.666666666666668,2019,6,NEA,2,1,7.0,4.0,12.0,7.666666666666667,4.04145188432738,10.600000000000001,1
Chaco,9,0.5555555555555556,0.7777777777777778,26.444444444444443,2019,7,NEA,2,1,15.0,7.0,4.0,8.666666666666666,5.686240703077327,10.600000000000001,0
Chaco,6,1.0,0.6666666666666666,29.5,2019,8,NEA,2,1,9.0,15.0,7.0,10.333333333333334,4.163331998932265,10.600000000000001,0
Chaco,6,0.8333333333333334,0.5,28.666666666666668,2019,9,NEA,2,1,6.0,9.0,15.0,10.0,4.582575694955839,10.600000000000001,0
Chaco,8,0.75,0.5,29.5,2019,10,NEA,2,1,6.0,6.0,9.0,7.0,1.7320508075688752,10.600000000000001,0
Chaco,5,1.0,0.2,41.0,2019,11,NEA,2,1,8.0,6.0,6.0,6.666666666666667,1.1547005383792515,10.600000000000001,0
